Product;Date;UNIT;Year;Month;Market_Name;Price
Millet;2008/05/30;93KG;2008;5;OBUASI;55
Millet;2008/05/30;93KG;2008;5;SUNYANI;47.5
Millet;2008/05/30;93KG;2008;5;TECHIMAN;50
Millet;2008/05/30;93KG;2008;5;HO;57
Millet;2008/05/30;93KG;2008;5;TAMALE;50.5
Millet;2008/05/30;93KG;2008;5;BOLGATANGA;54.25
Millet;2008/05/30;93KG;2008;5;WA;49.2
Sorghum;2008/05/30;109KG;2008;5;ACCRA;51.75
Sorghum;2008/05/30;109KG;2008;5;TEMA;65
Sorghum;2008/05/30;109KG;2008;5;SEKONDI/TAKORADI;60
Sorghum;2008/05/30;109KG;2008;5;KOFORIDUA;70.25
Sorghum;2008/05/30;109KG;2008;5;CAPE COAST;66.25
Sorghum;2008/05/30;109KG;2008;5;MANKESSIM;55.5
Sorghum;2008/05/30;109KG;2008;5;KUMASI;51.75
Sorghum;2008/05/30;109KG;2008;5;EJURA;NA
Sorghum;2008/05/30;109KG;2008;5;OBUASI;60
Sorghum;2008/05/30;109KG;2008;5;SUNYANI;47.5
Sorghum;2008/05/30;109KG;2008;5;TECHIMAN;43
Sorghum;2008/05/30;109KG;2008;5;HO;53.25
Sorghum;2008/05/30;109KG;2008;5;TAMALE;50
Sorghum;2008/05/30;109KG;2008;5;BOLGATANGA;50
Sorghum;2008/05/30;109KG;2008;5;WA;41.36
Cowpea;2008/05/30;109KG;2008;5;ACCRA;91.25
Cowpea;2008/05/30;109KG;2008;5;TEMA;117.25
Cowpea;2008/05/30;109KG;2008;5;SEKONDI/TAKORADI;90.75
Cowpea;2008/05/30;109KG;2008;5;KOFORIDUA;106.75
Cowpea;2008/05/30;109KG;2008;5;CAPE COAST;81
Cowpea;2008/05/30;109KG;2008;5;MANKESSIM;80
Cowpea;2008/05/30;109KG;2008;5;KUMASI;78.75
Cowpea;2008/05/30;109KG;2008;5;EJURA;NA
Cowpea;2008/05/30;109KG;2008;5;OBUASI;91.25
Cowpea;2008/05/30;109KG;2008;5;SUNYANI;75.25
Cowpea;2008/05/30;109KG;2008;5;TECHIMAN;82
Cowpea;2008/05/30;109KG;2008;5;HO;111.5
Cowpea;2008/05/30;109KG;2008;5;TAMALE;78.5
Cowpea;2008/05/30;109KG;2008;5;BOLGATANGA;88.25
Cowpea;2008/05/30;109KG;2008;5;WA;85.65
Maize;2008/06/30;100KG;2008;6;ACCRA;62.25
Maize;2008/06/30;100KG;2008;6;TEMA;68.75
Maize;2008/06/30;100KG;2008;6;SEKONDI/TAKORADI;66.75
Maize;2008/06/30;100KG;2008;6;KOFORIDUA;55.5
Maize;2008/06/30;100KG;2008;6;CAPE COAST;70.14
Maize;2008/06/30;100KG;2008;6;MANKESSIM;76
Maize;2008/06/30;100KG;2008;6;KUMASI;51.3
Maize;2008/06/30;100KG;2008;6;EJURA;NA
Maize;2008/06/30;100KG;2008;6;OBUASI;69.37
Maize;2008/06/30;100KG;2008;6;SUNYANI;49
Maize;2008/06/30;100KG;2008;6;TECHIMAN;49.21
Maize;2008/06/30;100KG;2008;6;HO;60.25
Maize;2008/06/30;100KG;2008;6;TAMALE;47.75
Maize;2008/06/30;100KG;2008;6;BOLGATANGA;54
Maize;2008/06/30;100KG;2008;6;WA;46.43
Rice-local;2008/06/30;50KG;2008;6;ACCRA;43.62
Rice-local;2008/06/30;50KG;2008;6;TEMA;50
Rice-local;2008/06/30;50KG;2008;6;SEKONDI/TAKORADI;45
Rice-local;2008/06/30;50KG;2008;6;KOFORIDUA;49
Rice-local;2008/06/30;50KG;2008;6;CAPE COAST;46.5
Rice-local;2008/06/30;50KG;2008;6;MANKESSIM;53.5
Rice-local;2008/06/30;50KG;2008;6;KUMASI;45.62
Rice-local;2008/06/30;50KG;2008;6;EJURA;NA
Rice-local;2008/06/30;50KG;2008;6;OBUASI;85.6
Rice-local;2008/06/30;50KG;2008;6;SUNYANI;38.87
Rice-local;2008/06/30;50KG;2008;6;TECHIMAN;40.5
Rice-local;2008/06/30;50KG;2008;6;HO;48.67
Rice-local;2008/06/30;50KG;2008;6;TAMALE;34.37
Rice-local;2008/06/30;50KG;2008;6;BOLGATANGA;50.62
Rice-local;2008/06/30;50KG;2008;6;WA;46.37
Millet;2008/06/30;93KG;2008;6;ACCRA;68.5
Millet;2008/06/30;93KG;2008;6;TEMA;74.5
Millet;2008/06/30;93KG;2008;6;SEKONDI/TAKORADI;68.75
Millet;2008/06/30;93KG;2008;6;KOFORIDUA;64
Millet;2008/06/30;93KG;2008;6;CAPE COAST;61.18
Millet;2008/06/30;93KG;2008;6;MANKESSIM;63.41
Millet;2008/06/30;93KG;2008;6;KUMASI;62
Millet;2008/06/30;93KG;2008;6;EJURA;NA
Millet;2008/06/30;93KG;2008;6;OBUASI;55
Millet;2008/06/30;93KG;2008;6;SUNYANI;55
Millet;2008/06/30;93KG;2008;6;TECHIMAN;60
Millet;2008/06/30;93KG;2008;6;HO;67
Millet;2008/06/30;93KG;2008;6;TAMALE;58.5
Millet;2008/06/30;93KG;2008;6;BOLGATANGA;60
Millet;2008/06/30;93KG;2008;6;WA;53.65
Sorghum;2008/06/30;109KG;2008;6;ACCRA;69.25
Sorghum;2008/06/30;109KG;2008;6;TEMA;71.25
Sorghum;2008/06/30;109KG;2008;6;SEKONDI/TAKORADI;63.75
Sorghum;2008/06/30;109KG;2008;6;KOFORIDUA;72.25
Sorghum;2008/06/30;109KG;2008;6;CAPE COAST;66.54
Sorghum;2008/06/30;109KG;2008;6;MANKESSIM;65.75
Sorghum;2008/06/30;109KG;2008;6;KUMASI;60.25
Sorghum;2008/06/30;109KG;2008;6;EJURA;NA
Sorghum;2008/06/30;109KG;2008;6;OBUASI;58.33
Sorghum;2008/06/30;109KG;2008;6;SUNYANI;56
Sorghum;2008/06/30;109KG;2008;6;TECHIMAN;54
Sorghum;2008/06/30;109KG;2008;6;HO;61.5
Sorghum;2008/06/30;109KG;2008;6;TAMALE;51.5
Sorghum;2008/06/30;109KG;2008;6;BOLGATANGA;58
Sorghum;2008/06/30;109KG;2008;6;WA;53.21
Cowpea;2008/06/30;109KG;2008;6;ACCRA;112.5
Cowpea;2008/06/30;109KG;2008;6;TEMA;123
Cowpea;2008/06/30;109KG;2008;6;SEKONDI/TAKORADI;102.75
Cowpea;2008/06/30;109KG;2008;6;KOFORIDUA;118.25
Cowpea;2008/06/30;109KG;2008;6;CAPE COAST;88.25
Cowpea;2008/06/30;109KG;2008;6;MANKESSIM;90
Cowpea;2008/06/30;109KG;2008;6;KUMASI;91
Cowpea;2008/06/30;109KG;2008;6;EJURA;NA
Cowpea;2008/06/30;109KG;2008;6;OBUASI;89.5
Cowpea;2008/06/30;109KG;2008;6;SUNYANI;85
Cowpea;2008/06/30;109KG;2008;6;TECHIMAN;91.5
Cowpea;2008/06/30;109KG;2008;6;HO;123.25
Cowpea;2008/06/30;109KG;2008;6;TAMALE;92.5
Cowpea;2008/06/30;109KG;2008;6;BOLGATANGA;103.25
Cowpea;2008/06/30;109KG;2008;6;WA;88.45
Maize;2008/07/30;100KG;2008;7;ACCRA;81.6
Maize;2008/07/30;100KG;2008;7;TEMA;83
Maize;2008/07/30;100KG;2008;7;SEKONDI/TAKORADI;83.4
Maize;2008/07/30;100KG;2008;7;KOFORIDUA;70
Maize;2008/07/30;100KG;2008;7;CAPE COAST;75
Maize;2008/07/30;100KG;2008;7;MANKESSIM;84.6
Maize;2008/07/30;100KG;2008;7;KUMASI;79.3
Maize;2008/07/30;100KG;2008;7;EJURA;NA
Maize;2008/07/30;100KG;2008;7;OBUASI;92
Maize;2008/07/30;100KG;2008;7;SUNYANI;66.8
Maize;2008/07/30;100KG;2008;7;TECHIMAN;58.092
Maize;2008/07/30;100KG;2008;7;HO;89.2
Maize;2008/07/30;100KG;2008;7;TAMALE;60
Maize;2008/07/30;100KG;2008;7;BOLGATANGA;60
Maize;2008/07/30;100KG;2008;7;WA;52.14
Rice-local;2008/07/30;50KG;2008;7;ACCRA;43.9
Rice-local;2008/07/30;50KG;2008;7;TEMA;NA
Rice-local;2008/07/30;50KG;2008;7;SEKONDI/TAKORADI;61
Rice-local;2008/07/30;50KG;2008;7;KOFORIDUA;52.5
Rice-local;2008/07/30;50KG;2008;7;CAPE COAST;47
Rice-local;2008/07/30;50KG;2008;7;MANKESSIM;45.3
Rice-local;2008/07/30;50KG;2008;7;KUMASI;52.5
Rice-local;2008/07/30;50KG;2008;7;EJURA;NA
Rice-local;2008/07/30;50KG;2008;7;OBUASI;48.5
Rice-local;2008/07/30;50KG;2008;7;SUNYANI;36
Rice-local;2008/07/30;50KG;2008;7;TECHIMAN;48.5
Rice-local;2008/07/30;50KG;2008;7;HO;NA
Rice-local;2008/07/30;50KG;2008;7;TAMALE;48.5
Rice-local;2008/07/30;50KG;2008;7;BOLGATANGA;53.5
Rice-local;2008/07/30;50KG;2008;7;WA;61.33
Millet;2008/07/30;93KG;2008;7;ACCRA;73.2
Millet;2008/07/30;93KG;2008;7;TEMA;80
Millet;2008/07/30;93KG;2008;7;SEKONDI/TAKORADI;80.8
Millet;2008/07/30;93KG;2008;7;KOFORIDUA;73
Millet;2008/07/30;93KG;2008;7;CAPE COAST;61.11
Millet;2008/07/30;93KG;2008;7;MANKESSIM;70.8
Millet;2008/07/30;93KG;2008;7;KUMASI;65.4
Millet;2008/07/30;93KG;2008;7;EJURA;NA
Millet;2008/07/30;93KG;2008;7;OBUASI;68
Millet;2008/07/30;93KG;2008;7;SUNYANI;59.2
Millet;2008/07/30;93KG;2008;7;TECHIMAN;60.4
Millet;2008/07/30;93KG;2008;7;HO;66.6
Millet;2008/07/30;93KG;2008;7;TAMALE;59.6
Millet;2008/07/30;93KG;2008;7;BOLGATANGA;60
Millet;2008/07/30;93KG;2008;7;WA;55.08
Sorghum;2008/07/30;109KG;2008;7;ACCRA;73.33
Sorghum;2008/07/30;109KG;2008;7;TEMA;80
Sorghum;2008/07/30;109KG;2008;7;SEKONDI/TAKORADI;80
Sorghum;2008/07/30;109KG;2008;7;KOFORIDUA;83.33
Sorghum;2008/07/30;109KG;2008;7;CAPE COAST;70
Sorghum;2008/07/30;109KG;2008;7;MANKESSIM;85.66
Sorghum;2008/07/30;109KG;2008;7;KUMASI;63.67
Sorghum;2008/07/30;109KG;2008;7;EJURA;NA
Sorghum;2008/07/30;109KG;2008;7;OBUASI;71.67
Sorghum;2008/07/30;109KG;2008;7;SUNYANI;58.67
Sorghum;2008/07/30;109KG;2008;7;TECHIMAN;54
Sorghum;2008/07/30;109KG;2008;7;HO;64.33
Sorghum;2008/07/30;109KG;2008;7;TAMALE;59.33
Sorghum;2008/07/30;109KG;2008;7;BOLGATANGA;60
Sorghum;2008/07/30;109KG;2008;7;WA;60.3
Cowpea;2008/07/30;109KG;2008;7;ACCRA;117.53
Cowpea;2008/07/30;109KG;2008;7;TEMA;118
Cowpea;2008/07/30;109KG;2008;7;SEKONDI/TAKORADI;125
Cowpea;2008/07/30;109KG;2008;7;KOFORIDUA;124
Cowpea;2008/07/30;109KG;2008;7;CAPE COAST;105
Cowpea;2008/07/30;109KG;2008;7;MANKESSIM;110
Cowpea;2008/07/30;109KG;2008;7;KUMASI;94.33
Cowpea;2008/07/30;109KG;2008;7;EJURA;NA
Cowpea;2008/07/30;109KG;2008;7;OBUASI;123.33
Cowpea;2008/07/30;109KG;2008;7;SUNYANI;93.33
Cowpea;2008/07/30;109KG;2008;7;TECHIMAN;100
Cowpea;2008/07/30;109KG;2008;7;HO;133
Cowpea;2008/07/30;109KG;2008;7;TAMALE;96
Cowpea;2008/07/30;109KG;2008;7;BOLGATANGA;107
Cowpea;2008/07/30;109KG;2008;7;WA;99.92
Maize;2008/08/30;100KG;2008;8;ACCRA;59.75
Maize;2008/08/30;100KG;2008;8;TEMA;64.25
Maize;2008/08/30;100KG;2008;8;SEKONDI/TAKORADI;89.25
Maize;2008/08/30;100KG;2008;8;KOFORIDUA;55
Maize;2008/08/30;100KG;2008;8;CAPE COAST;66.55
Maize;2008/08/30;100KG;2008;8;MANKESSIM;78.75
Maize;2008/08/30;100KG;2008;8;KUMASI;85
Maize;2008/08/30;100KG;2008;8;EJURA;NA
Maize;2008/08/30;100KG;2008;8;OBUASI;75
Maize;2008/08/30;100KG;2008;8;SUNYANI;45
Maize;2008/08/30;100KG;2008;8;TECHIMAN;52.69
Maize;2008/08/30;100KG;2008;8;HO;68.25
Maize;2008/08/30;100KG;2008;8;TAMALE;58.25
Maize;2008/08/30;100KG;2008;8;BOLGATANGA;56.5
Maize;2008/08/30;100KG;2008;8;WA;54.86
Rice-local;2008/08/30;50KG;2008;8;ACCRA;44.88
Rice-local;2008/08/30;50KG;2008;8;TEMA;NA
Rice-local;2008/08/30;50KG;2008;8;SEKONDI/TAKORADI;52.5
Rice-local;2008/08/30;50KG;2008;8;KOFORIDUA;NA
Rice-local;2008/08/30;50KG;2008;8;CAPE COAST;49.5
Rice-local;2008/08/30;50KG;2008;8;MANKESSIM;43.13
Rice-local;2008/08/30;50KG;2008;8;KUMASI;61.44
Rice-local;2008/08/30;50KG;2008;8;EJURA;NA
Rice-local;2008/08/30;50KG;2008;8;OBUASI;31.5
Rice-local;2008/08/30;50KG;2008;8;SUNYANI;40
Rice-local;2008/08/30;50KG;2008;8;TECHIMAN;49.63
Rice-local;2008/08/30;50KG;2008;8;HO;NA
Rice-local;2008/08/30;50KG;2008;8;TAMALE;49.63
Rice-local;2008/08/30;50KG;2008;8;BOLGATANGA;57.39
Rice-local;2008/08/30;50KG;2008;8;WA;61.12
Millet;2008/08/30;93KG;2008;8;ACCRA;71.75
Millet;2008/08/30;93KG;2008;8;TEMA;82.5
Millet;2008/08/30;93KG;2008;8;SEKONDI/TAKORADI;81
Millet;2008/08/30;93KG;2008;8;KOFORIDUA;66.75
Millet;2008/08/30;93KG;2008;8;CAPE COAST;65.59
Millet;2008/08/30;93KG;2008;8;MANKESSIM;74.25
Millet;2008/08/30;93KG;2008;8;KUMASI;64
Millet;2008/08/30;93KG;2008;8;EJURA;NA
Millet;2008/08/30;93KG;2008;8;OBUASI;77.5
Millet;2008/08/30;93KG;2008;8;SUNYANI;60
Millet;2008/08/30;93KG;2008;8;TECHIMAN;62.75
Millet;2008/08/30;93KG;2008;8;HO;74
Millet;2008/08/30;93KG;2008;8;TAMALE;63.5
Millet;2008/08/30;93KG;2008;8;BOLGATANGA;64.25
Millet;2008/08/30;93KG;2008;8;WA;57.69
Sorghum;2008/08/30;109KG;2008;8;ACCRA;72.5
Sorghum;2008/08/30;109KG;2008;8;TEMA;82.5
Sorghum;2008/08/30;109KG;2008;8;SEKONDI/TAKORADI;80
Sorghum;2008/08/30;109KG;2008;8;KOFORIDUA;75
Sorghum;2008/08/30;109KG;2008;8;CAPE COAST;80
Sorghum;2008/08/30;109KG;2008;8;MANKESSIM;88
Sorghum;2008/08/30;109KG;2008;8;KUMASI;60.75
Sorghum;2008/08/30;109KG;2008;8;EJURA;NA
Sorghum;2008/08/30;109KG;2008;8;OBUASI;82.5
Sorghum;2008/08/30;109KG;2008;8;SUNYANI;60
Sorghum;2008/08/30;109KG;2008;8;TECHIMAN;59
Sorghum;2008/08/30;109KG;2008;8;HO;66
Sorghum;2008/08/30;109KG;2008;8;TAMALE;61
Sorghum;2008/08/30;109KG;2008;8;BOLGATANGA;57.5
Sorghum;2008/08/30;109KG;2008;8;WA;61.23
Cowpea;2008/08/30;109KG;2008;8;ACCRA;136
Cowpea;2008/08/30;109KG;2008;8;TEMA;127.5
Cowpea;2008/08/30;109KG;2008;8;SEKONDI/TAKORADI;152.5
Cowpea;2008/08/30;109KG;2008;8;KOFORIDUA;130
Cowpea;2008/08/30;109KG;2008;8;CAPE COAST;116.25
Cowpea;2008/08/30;109KG;2008;8;MANKESSIM;105
Cowpea;2008/08/30;109KG;2008;8;KUMASI;106.25
Cowpea;2008/08/30;109KG;2008;8;EJURA;NA
Cowpea;2008/08/30;109KG;2008;8;OBUASI;122.5
Cowpea;2008/08/30;109KG;2008;8;SUNYANI;122.5
Cowpea;2008/08/30;109KG;2008;8;TECHIMAN;105
Cowpea;2008/08/30;109KG;2008;8;HO;149
Cowpea;2008/08/30;109KG;2008;8;TAMALE;108
Cowpea;2008/08/30;109KG;2008;8;BOLGATANGA;113
Cowpea;2008/08/30;109KG;2008;8;WA;104.14
Maize;2008/09/30;100KG;2008;9;ACCRA;43.5
Maize;2008/09/30;100KG;2008;9;TEMA;50
Maize;2008/09/30;100KG;2008;9;SEKONDI/TAKORADI;56.25
Maize;2008/09/30;100KG;2008;9;KOFORIDUA;38
Maize;2008/09/30;100KG;2008;9;CAPE COAST;42.38
Maize;2008/09/30;100KG;2008;9;MANKESSIM;32
Maize;2008/09/30;100KG;2008;9;KUMASI;44.35
Maize;2008/09/30;100KG;2008;9;EJURA;NA
Maize;2008/09/30;100KG;2008;9;OBUASI;52.5
Maize;2008/09/30;100KG;2008;9;SUNYANI;25
Maize;2008/09/30;100KG;2008;9;TECHIMAN;27.5
Maize;2008/09/30;100KG;2008;9;HO;39
Maize;2008/09/30;100KG;2008;9;TAMALE;37
Maize;2008/09/30;100KG;2008;9;BOLGATANGA;38.75
Maize;2008/09/30;100KG;2008;9;WA;49.5
Rice-local;2008/09/30;50KG;2008;9;ACCRA;50
Rice-local;2008/09/30;50KG;2008;9;TEMA;NA
Rice-local;2008/09/30;50KG;2008;9;SEKONDI/TAKORADI;55
Rice-local;2008/09/30;50KG;2008;9;KOFORIDUA;NA
Rice-local;2008/09/30;50KG;2008;9;CAPE COAST;48.38
Rice-local;2008/09/30;50KG;2008;9;MANKESSIM;47.25
Rice-local;2008/09/30;50KG;2008;9;KUMASI;55.63
Rice-local;2008/09/30;50KG;2008;9;EJURA;NA
Rice-local;2008/09/30;50KG;2008;9;OBUASI;30
Rice-local;2008/09/30;50KG;2008;9;SUNYANI;40
Rice-local;2008/09/30;50KG;2008;9;TECHIMAN;62
Rice-local;2008/09/30;50KG;2008;9;HO;NA
Rice-local;2008/09/30;50KG;2008;9;TAMALE;60
Rice-local;2008/09/30;50KG;2008;9;BOLGATANGA;64.5
Rice-local;2008/09/30;50KG;2008;9;WA;67.44
Millet;2008/09/30;93KG;2008;9;ACCRA;75
Millet;2008/09/30;93KG;2008;9;TEMA;79
Millet;2008/09/30;93KG;2008;9;SEKONDI/TAKORADI;81
Millet;2008/09/30;93KG;2008;9;KOFORIDUA;75
Millet;2008/09/30;93KG;2008;9;CAPE COAST;65.6
Millet;2008/09/30;93KG;2008;9;MANKESSIM;73.75
Millet;2008/09/30;93KG;2008;9;KUMASI;70
Millet;2008/09/30;93KG;2008;9;EJURA;NA
Millet;2008/09/30;93KG;2008;9;OBUASI;75
Millet;2008/09/30;93KG;2008;9;SUNYANI;63.75
Millet;2008/09/30;93KG;2008;9;TECHIMAN;65.5
Millet;2008/09/30;93KG;2008;9;HO;74
Millet;2008/09/30;93KG;2008;9;TAMALE;66
Millet;2008/09/30;93KG;2008;9;BOLGATANGA;64.25
Millet;2008/09/30;93KG;2008;9;WA;60.8
Sorghum;2008/09/30;109KG;2008;9;ACCRA;77.25
Sorghum;2008/09/30;109KG;2008;9;TEMA;80
Sorghum;2008/09/30;109KG;2008;9;SEKONDI/TAKORADI;80
Sorghum;2008/09/30;109KG;2008;9;KOFORIDUA;75
Sorghum;2008/09/30;109KG;2008;9;CAPE COAST;80
Sorghum;2008/09/30;109KG;2008;9;MANKESSIM;91
Sorghum;2008/09/30;109KG;2008;9;KUMASI;64.25
Sorghum;2008/09/30;109KG;2008;9;EJURA;NA
Sorghum;2008/09/30;109KG;2008;9;OBUASI;80
Sorghum;2008/09/30;109KG;2008;9;SUNYANI;64.5
Sorghum;2008/09/30;109KG;2008;9;TECHIMAN;64.25
Sorghum;2008/09/30;109KG;2008;9;HO;61
Sorghum;2008/09/30;109KG;2008;9;TAMALE;62
Sorghum;2008/09/30;109KG;2008;9;BOLGATANGA;60
Sorghum;2008/09/30;109KG;2008;9;WA;63
Cowpea;2008/09/30;109KG;2008;9;ACCRA;142.75
Cowpea;2008/09/30;109KG;2008;9;TEMA;128.75
Cowpea;2008/09/30;109KG;2008;9;SEKONDI/TAKORADI;161.5
Cowpea;2008/09/30;109KG;2008;9;KOFORIDUA;158.5
Cowpea;2008/09/30;109KG;2008;9;CAPE COAST;121.25
Cowpea;2008/09/30;109KG;2008;9;MANKESSIM;100
Cowpea;2008/09/30;109KG;2008;9;KUMASI;100
Cowpea;2008/09/30;109KG;2008;9;EJURA;NA
Cowpea;2008/09/30;109KG;2008;9;OBUASI;127.5
Cowpea;2008/09/30;109KG;2008;9;SUNYANI;99
Cowpea;2008/09/30;109KG;2008;9;TECHIMAN;120
Cowpea;2008/09/30;109KG;2008;9;HO;154.75
Cowpea;2008/09/30;109KG;2008;9;TAMALE;120
Cowpea;2008/09/30;109KG;2008;9;BOLGATANGA;115
Cowpea;2008/09/30;109KG;2008;9;WA;111
Maize;2008/10/30;100KG;2008;10;ACCRA;46.5
Maize;2008/10/30;100KG;2008;10;TEMA;53.5
Maize;2008/10/30;100KG;2008;10;SEKONDI/TAKORADI;56.25
Maize;2008/10/30;100KG;2008;10;KOFORIDUA;41
Maize;2008/10/30;100KG;2008;10;CAPE COAST;43
Maize;2008/10/30;100KG;2008;10;MANKESSIM;40.5
Maize;2008/10/30;100KG;2008;10;KUMASI;38.55
Maize;2008/10/30;100KG;2008;10;EJURA;NA
Maize;2008/10/30;100KG;2008;10;OBUASI;62.5
Maize;2008/10/30;100KG;2008;10;SUNYANI;33
Maize;2008/10/30;100KG;2008;10;TECHIMAN;33.27
Maize;2008/10/30;100KG;2008;10;HO;40
Maize;2008/10/30;100KG;2008;10;TAMALE;36.5
Maize;2008/10/30;100KG;2008;10;BOLGATANGA;42.25
Maize;2008/10/30;100KG;2008;10;WA;41.08
Rice-local;2008/10/30;50KG;2008;10;ACCRA;50
Rice-local;2008/10/30;50KG;2008;10;TEMA;NA
Rice-local;2008/10/30;50KG;2008;10;SEKONDI/TAKORADI;60
Rice-local;2008/10/30;50KG;2008;10;KOFORIDUA;45.13
Rice-local;2008/10/30;50KG;2008;10;CAPE COAST;47.75
Rice-local;2008/10/30;50KG;2008;10;MANKESSIM;47.5
Rice-local;2008/10/30;50KG;2008;10;KUMASI;55
Rice-local;2008/10/30;50KG;2008;10;EJURA;NA
Rice-local;2008/10/30;50KG;2008;10;OBUASI;35
Rice-local;2008/10/30;50KG;2008;10;SUNYANI;42.5
Rice-local;2008/10/30;50KG;2008;10;TECHIMAN;53
Rice-local;2008/10/30;50KG;2008;10;HO;NA
Rice-local;2008/10/30;50KG;2008;10;TAMALE;50.5
Rice-local;2008/10/30;50KG;2008;10;BOLGATANGA;69
Rice-local;2008/10/30;50KG;2008;10;WA;71.4
Millet;2008/10/30;93KG;2008;10;ACCRA;79.5
Millet;2008/10/30;93KG;2008;10;TEMA;78.5
Millet;2008/10/30;93KG;2008;10;SEKONDI/TAKORADI;83.75
Millet;2008/10/30;93KG;2008;10;KOFORIDUA;73.75
Millet;2008/10/30;93KG;2008;10;CAPE COAST;70.15
Millet;2008/10/30;93KG;2008;10;MANKESSIM;72.25
Millet;2008/10/30;93KG;2008;10;KUMASI;70
Millet;2008/10/30;93KG;2008;10;EJURA;NA
Millet;2008/10/30;93KG;2008;10;OBUASI;75
Millet;2008/10/30;93KG;2008;10;SUNYANI;65
Millet;2008/10/30;93KG;2008;10;TECHIMAN;63.5
Millet;2008/10/30;93KG;2008;10;HO;76
Millet;2008/10/30;93KG;2008;10;TAMALE;64
Millet;2008/10/30;93KG;2008;10;BOLGATANGA;63
Millet;2008/10/30;93KG;2008;10;WA;60.8
Sorghum;2008/10/30;109KG;2008;10;ACCRA;81.75
Sorghum;2008/10/30;109KG;2008;10;TEMA;80
Sorghum;2008/10/30;109KG;2008;10;SEKONDI/TAKORADI;80
Sorghum;2008/10/30;109KG;2008;10;KOFORIDUA;75
Sorghum;2008/10/30;109KG;2008;10;CAPE COAST;100
Sorghum;2008/10/30;109KG;2008;10;MANKESSIM;93.25
Sorghum;2008/10/30;109KG;2008;10;KUMASI;62.25
Sorghum;2008/10/30;109KG;2008;10;EJURA;NA
Sorghum;2008/10/30;109KG;2008;10;OBUASI;80
Sorghum;2008/10/30;109KG;2008;10;SUNYANI;65
Sorghum;2008/10/30;109KG;2008;10;TECHIMAN;62.43
Sorghum;2008/10/30;109KG;2008;10;HO;NA
Sorghum;2008/10/30;109KG;2008;10;TAMALE;61
Sorghum;2008/10/30;109KG;2008;10;BOLGATANGA;52.75
Sorghum;2008/10/30;109KG;2008;10;WA;62.3
Cowpea;2008/10/30;109KG;2008;10;ACCRA;136
Cowpea;2008/10/30;109KG;2008;10;TEMA;130
Cowpea;2008/10/30;109KG;2008;10;SEKONDI/TAKORADI;132.5
Cowpea;2008/10/30;109KG;2008;10;KOFORIDUA;161.5
Cowpea;2008/10/30;109KG;2008;10;CAPE COAST;125
Cowpea;2008/10/30;109KG;2008;10;MANKESSIM;100
Cowpea;2008/10/30;109KG;2008;10;KUMASI;88.75
Cowpea;2008/10/30;109KG;2008;10;EJURA;NA
Cowpea;2008/10/30;109KG;2008;10;OBUASI;107.5
Cowpea;2008/10/30;109KG;2008;10;SUNYANI;94.5
Cowpea;2008/10/30;109KG;2008;10;TECHIMAN;81.25
Cowpea;2008/10/30;109KG;2008;10;HO;179
Cowpea;2008/10/30;109KG;2008;10;TAMALE;116
Cowpea;2008/10/30;109KG;2008;10;BOLGATANGA;81.25
Cowpea;2008/10/30;109KG;2008;10;WA;83.7
Maize;2008/11/30;100KG;2008;11;ACCRA;57.4
Maize;2008/11/30;100KG;2008;11;TEMA;58.2
Maize;2008/11/30;100KG;2008;11;SEKONDI/TAKORADI;63.2
Maize;2008/11/30;100KG;2008;11;KOFORIDUA;49.8
Maize;2008/11/30;100KG;2008;11;CAPE COAST;49.12
Maize;2008/11/30;100KG;2008;11;MANKESSIM;55.6
Maize;2008/11/30;100KG;2008;11;KUMASI;42.2
Maize;2008/11/30;100KG;2008;11;EJURA;NA
Maize;2008/11/30;100KG;2008;11;OBUASI;63
Maize;2008/11/30;100KG;2008;11;SUNYANI;34.4
Maize;2008/11/30;100KG;2008;11;TECHIMAN;31.3
Maize;2008/11/30;100KG;2008;11;HO;49.6
Maize;2008/11/30;100KG;2008;11;TAMALE;34.8
Maize;2008/11/30;100KG;2008;11;BOLGATANGA;43.4
Maize;2008/11/30;100KG;2008;11;WA;41
Rice-local;2008/11/30;50KG;2008;11;ACCRA;50
Rice-local;2008/11/30;50KG;2008;11;TEMA;NA
Rice-local;2008/11/30;50KG;2008;11;SEKONDI/TAKORADI;60.5
Rice-local;2008/11/30;50KG;2008;11;KOFORIDUA;45
Rice-local;2008/11/30;50KG;2008;11;CAPE COAST;55
Rice-local;2008/11/30;50KG;2008;11;MANKESSIM;49.2
Rice-local;2008/11/30;50KG;2008;11;KUMASI;48.2
Rice-local;2008/11/30;50KG;2008;11;EJURA;NA
Rice-local;2008/11/30;50KG;2008;11;OBUASI;33
Rice-local;2008/11/30;50KG;2008;11;SUNYANI;43
Rice-local;2008/11/30;50KG;2008;11;TECHIMAN;50
Rice-local;2008/11/30;50KG;2008;11;HO;50
Rice-local;2008/11/30;50KG;2008;11;TAMALE;36.4
Rice-local;2008/11/30;50KG;2008;11;BOLGATANGA;58.6
Rice-local;2008/11/30;50KG;2008;11;WA;57.3
Millet;2008/11/30;93KG;2008;11;ACCRA;86
Millet;2008/11/30;93KG;2008;11;TEMA;80.2
Millet;2008/11/30;93KG;2008;11;SEKONDI/TAKORADI;87
Millet;2008/11/30;93KG;2008;11;KOFORIDUA;70
